task_id,family,variant,condition,task_text,reference_text,source_python,opaque_mapping,semantic_step_count,validation_flags
digit_product,digit_aggregate,1,nl_exp7_anchor,"Given a positive integer, compute the product of its decimal digits.","Start a product at one. While the number is positive, multiply the product by its last decimal digit and remove that digit using integer division by ten. Return the product.","def digit_product(number):
    product = 1
    while number > 0:
        product *= number % 10
        number //= 10
    return product",null,0,pending_human_review
digit_product,digit_aggregate,1,procedural_prose,"Given a positive integer, compute the product of its decimal digits.","Define a procedure named digit_product that receives number.
Set product to 1.
While number is greater than 0, do the following.
    Multiply product by (number % 10).
    Update number to number // 10.
Return product.","def digit_product(number):
    product = 1
    while number > 0:
        product *= number % 10
        number //= 10
    return product",null,6,pending_human_review
digit_product,digit_aggregate,1,controlled_nl,"Given a positive integer, compute the product of its decimal digits.","PROCEDURE digit_product INPUT number:
SET product TO 1.
WHILE number > 0:
    UPDATE product USING * (number % 10).
    UPDATE number USING // 10.
RETURN product","def digit_product(number):
    product = 1
    while number > 0:
        product *= number % 10
        number //= 10
    return product",null,6,pending_human_review
digit_product,digit_aggregate,1,pseudocode,"Given a positive integer, compute the product of its decimal digits.","PROCEDURE digit_product(number)
product <- 1
WHILE number > 0
    product <- product * (number % 10)
    number <- number // 10
RETURN product","def digit_product(number):
    product = 1
    while number > 0:
        product *= number % 10
        number //= 10
    return product",null,6,pending_human_review
digit_product,digit_aggregate,1,python_canonical,"Given a positive integer, compute the product of its decimal digits.","def digit_product(number):
    product = 1
    while number > 0:
        product *= number % 10
        number //= 10
    return product","def digit_product(number):
    product = 1
    while number > 0:
        product *= number % 10
        number //= 10
    return product",null,6,pending_human_review
digit_product,digit_aggregate,1,python_opaque,"Given a positive integer, compute the product of its decimal digits.","def zav0(mip0):
    tuk0 = 1
    while mip0 > 0:
        tuk0 *= mip0 % 10
        mip0 //= 10
    return tuk0","def digit_product(number):
    product = 1
    while number > 0:
        product *= number % 10
        number //= 10
    return product","{""digit_product"": ""zav0"", ""number"": ""mip0"", ""product"": ""tuk0""}",6,pending_human_review
digit_product,digit_aggregate,2,nl_exp7_anchor,"Given a positive integer, compute the product of its decimal digits.","Begin a product at one. While the number is positive, multiply the product by its last decimal digit and remove that digit using integer division by ten. Output the product.","def digit_product(item):
    value = 1
    while item > 0:
        value *= item % 10
        item //= 10
    return value",null,0,pending_human_review
digit_product,digit_aggregate,2,procedural_prose,"Given a positive integer, compute the product of its decimal digits.","Define a procedure named digit_product that receives item.
Set value to 1.
While item is greater than 0, do the following.
    Multiply value by (item % 10).
    Update item to item // 10.
Return value.","def digit_product(item):
    value = 1
    while item > 0:
        value *= item % 10
        item //= 10
    return value",null,6,pending_human_review
digit_product,digit_aggregate,2,controlled_nl,"Given a positive integer, compute the product of its decimal digits.","PROCEDURE digit_product INPUT item:
SET value TO 1.
WHILE item > 0:
    UPDATE value USING * (item % 10).
    UPDATE item USING // 10.
RETURN value","def digit_product(item):
    value = 1
    while item > 0:
        value *= item % 10
        item //= 10
    return value",null,6,pending_human_review
digit_product,digit_aggregate,2,pseudocode,"Given a positive integer, compute the product of its decimal digits.","PROCEDURE digit_product(item)
value <- 1
WHILE item > 0
    value <- value * (item % 10)
    item <- item // 10
RETURN value","def digit_product(item):
    value = 1
    while item > 0:
        value *= item % 10
        item //= 10
    return value",null,6,pending_human_review
digit_product,digit_aggregate,2,python_canonical,"Given a positive integer, compute the product of its decimal digits.","def digit_product(item):
    value = 1
    while item > 0:
        value *= item % 10
        item //= 10
    return value","def digit_product(item):
    value = 1
    while item > 0:
        value *= item % 10
        item //= 10
    return value",null,6,pending_human_review
digit_product,digit_aggregate,2,python_opaque,"Given a positive integer, compute the product of its decimal digits.","def zav0(mip0):
    tuk0 = 1
    while mip0 > 0:
        tuk0 *= mip0 % 10
        mip0 //= 10
    return tuk0","def digit_product(item):
    value = 1
    while item > 0:
        value *= item % 10
        item //= 10
    return value","{""digit_product"": ""zav0"", ""item"": ""mip0"", ""value"": ""tuk0""}",6,pending_human_review
digit_product,digit_aggregate,3,nl_exp7_anchor,"Given a positive integer, compute the product of its decimal digits.","Initialize a product at one. While the number is positive, multiply the product by its last decimal digit and remove that digit using integer division by ten. Produce the product.","def digit_product(element):
    entry = 1
    while element > 0:
        entry *= element % 10
        element //= 10
    return entry",null,0,pending_human_review
digit_product,digit_aggregate,3,procedural_prose,"Given a positive integer, compute the product of its decimal digits.","Define a procedure named digit_product that receives element.
Set entry to 1.
While element is greater than 0, do the following.
    Multiply entry by (element % 10).
    Update element to element // 10.
Return entry.","def digit_product(element):
    entry = 1
    while element > 0:
        entry *= element % 10
        element //= 10
    return entry",null,6,pending_human_review
digit_product,digit_aggregate,3,controlled_nl,"Given a positive integer, compute the product of its decimal digits.","PROCEDURE digit_product INPUT element:
SET entry TO 1.
WHILE element > 0:
    UPDATE entry USING * (element % 10).
    UPDATE element USING // 10.
RETURN entry","def digit_product(element):
    entry = 1
    while element > 0:
        entry *= element % 10
        element //= 10
    return entry",null,6,pending_human_review
