trajectory_id,task_id,family,representation,variant,task_text,reference_solution,base_token_count,token_count,analysis_token_count,special_token_events,special_token_fraction,trajectory_valid,mean_entropy_top20,median_entropy_top20,std_entropy_top20,cumulative_entropy_top20,mean_entropy_full,median_entropy_full,std_entropy_full,cumulative_entropy_full,mean_p1,median_p1,mean_top20_mass,fraction_p1_ge_090,fraction_p1_ge_099,longest_run_p1_ge_090,longest_run_p1_ge_099,mean_abs_entropy_change_top20,mean_abs_entropy_change_full,reference_in_top20_fraction,mean_reference_surprisal
filter_mapping_by_value__python__v1,filter_mapping_by_value,dictionary_transform,python,1,"Given a dictionary with numeric values and a threshold, return a new dictionary containing only entries whose value is greater than the threshold.","def filter_mapping_by_value(mapping, threshold):
    result = {}
    for key, value in mapping.items():
        if value > threshold:
            result[key] = value
    return result",29,38,37,0,0.0,True,0.08374386373635094,0.0011252483818680048,0.21419977309154362,3.0985229582449847,0.08424127803883076,0.0011385761899873614,0.21481372230829765,3.116927287436738,0.9765800720936543,0.9998936653137207,0.9999633818059355,0.918918918918919,0.7837837837837838,21,20,0.12307264549795288,0.12361802941116669,0.9459459459459459,1.0576257575620331
least_frequent__python__v1,least_frequent,mode_selection,python,1,"Given a non-empty list, return a value with the lowest occurrence count, choosing the first such value on ties.","def least_frequent(values):
    counts = {}
    for value in values:
        counts[value] = counts.get(value, 0) + 1
    best = values[0]
    for value in values:
        if counts[value] < counts[best]:
            best = value
    return best",27,63,62,0,0.0,True,0.16368990821369547,0.0028468475211411715,0.3835558320459129,10.14877430924912,0.16821678919704422,0.0029542866395786405,0.3997536235092148,10.429440930216742,0.9465332507125793,0.9997060894966125,0.9995064879617384,0.8548387096774194,0.7903225806451613,22,19,0.23555336842210622,0.24079219069887928,0.9838709677419355,0.5082614560207094
count_divisors__python__v2,count_divisors,divisors,python,2,"Given a positive integer n, count its positive divisors.","def count_divisors(current):
    item = 0
    for value in range(1, current + 1):
        if current % value == 0:
            item += 1
    return item",16,43,42,0,0.0,True,0.0934153911487859,0.006430129986256361,0.17868746684523468,3.923446428249008,0.09514409476529788,0.00647142413072288,0.1825407380848476,3.9960519801425107,0.9762966462544033,0.9992943108081818,0.9998490115006765,0.8809523809523809,0.7380952380952381,15,14,0.1520591766194429,0.15500762582406624,0.9285714285714286,1.3133749329797897
insertion_sort_descending__nl__v2,insertion_sort_descending,insertion_sort,nl,2,"Given a list of numbers, sort it in descending order using insertion sort and return the sorted copy.","Copy the list. Starting with the second element, shift smaller earlier values one position right until the current value can be inserted in order. Output the copy.",24,31,30,0,0.0,True,0.5801570408744737,0.41466593742370605,0.5114062033109815,17.404711226234213,0.6058689316501841,0.4178474098443985,0.5482227441713464,18.176067949505523,0.8278698444366455,0.9023110270500183,0.9970721224943797,0.5,0.13333333333333333,4,2,0.5295155925579883,0.5703217685704345,0.8333333333333334,3.701723864270995
is_prime__python__v1,is_prime,primality,python,1,"Given an integer n, determine whether it is prime.","def is_prime(n):
    if n < 2:
        return False
    divisor = 2
    while divisor * divisor <= n:
        if n % divisor == 0:
            return False
        divisor += 1
    return True",15,52,51,0,0.0,True,0.026009979713414982,0.0008044165442697704,0.0859519598653867,1.3265089653841642,0.026123557615222785,0.0009309551678597927,0.0861439629375305,1.332301438376362,0.9936445811215568,0.9999287128448486,0.9999932062392142,0.9803921568627451,0.9411764705882353,43,34,0.050057867134200934,0.050171488511787175,0.9803921568627451,0.3363247751335632
count_divisors__nl__v1,count_divisors,divisors,nl,1,"Given a positive integer n, count its positive divisors.","Start a counter at zero. Examine every integer from one through n. If n is divisible by the current integer, increase the counter. Return the counter.",16,32,31,0,0.0,True,0.4925446745999638,0.32148635387420654,0.3931344926981478,15.268884912598878,0.5049699953787269,0.33064866065979004,0.4010637071355532,15.654069856740534,0.8347539315300603,0.9338203072547913,0.998935136102861,0.5483870967741935,0.12903225806451613,4,1,0.38073298431312047,0.38828366591284674,0.967741935483871,1.9232664035310247
linear_first_index__python__v2,linear_first_index,linear_search,python,2,"Given a list and a target, return the index of the first target occurrence or minus one if absent.","def linear_first_index(output, value):
    for item, current in enumerate(output):
        if current == value:
            return item
    return -1",25,31,30,0,0.0,True,0.17732437033967774,0.011921666096895933,0.3779867683843152,5.319731110190332,0.1802516492308011,0.012063860893249512,0.388537664569621,5.407549476924032,0.9261640866597494,0.9986684918403625,0.9996844629446665,0.8666666666666667,0.6666666666666666,16,11,0.22740426073869457,0.23230600310778066,0.9,3.3924422054799304
insertion_sort_descending__python__v2,insertion_sort_descending,insertion_sort,python,2,"Given a list of numbers, sort it in descending order using insertion sort and return the sorted copy.","def insertion_sort_descending(counter):
    output = counter[:]
    for value in range(1, len(output)):
        item = output[value]
        current = value - 1
        while current >= 0 and output[current] < item:
            output[current + 1] = output[current]
            current -= 1
        output[current + 1] = item
    return output",24,80,79,0,0.0,True,0.13805031606219959,0.004899340681731701,0.3272428360108927,10.905974968913767,0.14096137754625737,0.00497830705717206,0.337865328712131,11.135948826154333,0.9481997606875021,0.999455988407135,0.9996835853480086,0.8860759493670886,0.7974683544303798,35,35,0.19552445990842088,0.20111911881088984,0.9620253164556962,0.9156663541958809
invert_unique_map__python__v1,invert_unique_map,dictionary_transform,python,1,"Given a dictionary whose values are unique, return a new dictionary mapping each original value to its original key.","def invert_unique_map(mapping):
    result = {}
    for key, value in mapping.items():
        result[value] = key
    return result",25,29,28,0,0.0,True,0.17729813725192603,0.0014167707995511591,0.3409483052726276,4.964347843053929,0.17926546700938065,0.0014218524447642267,0.3445641724826532,5.019433076262658,0.9255820736289024,0.9998689293861389,0.9998266335044589,0.8214285714285714,0.7142857142857143,15,8,0.22865385978942263,0.22937157203063585,0.9642857142857143,1.3650098107851978
factorial_iterative__python__v3,factorial_iterative,factorial_product,python,3,"Given a nonnegative integer n, compute n factorial iteratively.","def factorial_iterative(element):
    entry = 1
    for x in range(2, element + 1):
        entry *= x
    return entry",17,33,32,0,0.0,True,0.1583760861412884,0.04112694784998894,0.24447532073618375,5.068034756521229,0.16288988644009805,0.04332004301249981,0.25076997928072375,5.212476366083138,0.9474252182990313,0.994062066078186,0.9996260050684214,0.84375,0.5625,11,5,0.24980460203087498,0.2550348580679706,0.9375,1.7030928042648839
bubble_sort_descending__nl__v3,bubble_sort_descending,bubble_sort,nl,3,"Given a list of numbers, sort it in descending order using bubble sort and return the sorted copy.","Proceed as follows. Copy the input list. Repeatedly scan adjacent pairs and swap them when the left value is less than the right value. After enough passes, return the copy.",24,37,36,0,0.0,True,0.6809268221061049,0.4480009526014328,0.6464881327951513,24.513365595819778,0.7348996220082173,0.45886196196079254,0.743549230571281,26.456386392295826,0.7685789805319574,0.8922285735607147,0.9922898676660326,0.5,0.19444444444444445,4,3,0.777127950985284,0.856865106240314,0.8888888888888888,2.678209518023424
partition_by_sign__python__v2,partition_by_sign,partition,python,2,"Given a list of numbers, return two lists: negative values first and nonnegative values second, preserving input order within each group.","def partition_by_sign(output):
    item = []
    value = []
    for current in output:
        if current < 0:
            item.append(current)
        else:
            value.append(current)
    return item, value",30,45,44,0,0.0,True,0.30196584195095966,0.016690869815647602,0.5326182040383265,13.286497045842225,0.3286262558818552,0.01804798375815153,0.6008884439898428,14.459555258801629,0.8920267007567666,0.9980553984642029,0.9967799295078624,0.75,0.6818181818181818,17,17,0.37891101553789264,0.41730824543281964,0.8863636363636364,1.7658923977779208
rotate_left_one__nl__v2,rotate_left_one,rotation,nl,2,"Given a non-empty list, rotate it left by one position.","Build an empty result list. Add every element except the first in original order, then add the original first element. Output the result.",17,27,26,0,0.0,True,0.6123409454997343,0.4102728068828583,0.5668700148367292,15.92086458299309,0.6382621284216069,0.4143218398094177,0.6089938879141138,16.59481533896178,0.7965211765124247,0.8961659073829651,0.9969061704782339,0.5,0.23076923076923078,5,4,0.5822006004303694,0.6175977603346109,0.9615384615384616,3.061609206810737
rotate_right_one__nl__v3,rotate_right_one,rotation,nl,3,"Given a non-empty list, rotate it right by one position.","Initialize an empty result list. Place the original last element, then append every earlier element in original order. Produce the result.",17,25,24,0,0.0,True,0.6391918876518806,0.49147944152355194,0.5497576513868911,15.340605303645134,0.6604295660120746,0.49885986745357513,0.5742182530780641,15.85030958428979,0.7854206003248692,0.8761000633239746,0.9977307965358099,0.4166666666666667,0.041666666666666664,5,1,0.662576503727747,0.6851593498950419,0.9166666666666666,4.132392782077659
product_one_to_n__nl__v2,product_one_to_n,factorial_product,nl,2,"Given a positive integer n, compute the product of all integers from one through n.","Begin a product at one. Inspect every integer from one through n, multiplying it into the product. Output the final product.",21,26,25,0,0.0,True,0.6786191921681166,0.7143944501876831,0.5241231714221938,16.965479804202914,0.7609179668128491,0.725943922996521,0.6454342281030309,19.022949170321226,0.7687832713127136,0.7268756031990051,0.9903008794784546,0.4,0.16,4,2,0.5876435929288467,0.7118937983177602,0.96,2.297387332543731
digit_sum__python__v1,digit_sum,digit_aggregate,python,1,"Given a nonnegative integer, compute the sum of its decimal digits.","def digit_sum(number):
    total = 0
    while number > 0:
        total += number % 10
        number //= 10
    return total",18,37,36,0,0.0,True,0.09103921663559511,0.001895087189041078,0.3637773124958593,3.277411798881424,0.092080399716779,0.0019045836525037885,0.3689643256799668,3.314894389804044,0.9673939595619837,0.9998155236244202,0.9998778469032712,0.9444444444444444,0.9166666666666666,24,24,0.1833904956260146,0.1854729403651501,1.0,0.7256452936015747
is_subset__nl__v3,is_subset,set_relation,nl,3,"Given two collections, determine whether every value in the first collection occurs in the second.","Process each value in the first collection. If any value is absent from the second collection, return false. Produce true if every value is present.",21,29,28,0,0.0,True,0.4189464802101221,0.31104275584220886,0.37994444786392895,11.73050144588342,0.4247128341667121,0.3117634356021881,0.3870976303473403,11.89195935666794,0.8620617336460522,0.914514422416687,0.9995020287377494,0.5357142857142857,0.2857142857142857,6,3,0.3318728756081934,0.334124263181972,0.9642857142857143,2.0920417918485845
reverse_list__nl__v2,reverse_list,reverse_sequence,nl,2,"Given a list, create a new list containing the same values in reverse order.",Build an empty result list. Inspect the input from the last position to the first and add each value to the result. Output the result.,20,29,28,0,0.0,True,0.4634368548078263,0.35524527728557587,0.5055321726758529,12.976231934619136,0.4945318901320986,0.3585636168718338,0.5967259868323394,13.84689292369876,0.8408829388873917,0.9208662807941437,0.9953370158161435,0.6071428571428571,0.25,4,2,0.48855397007773044,0.5405302326005228,0.9285714285714286,2.5983125274342456
